id,split,n_occupied,x_min_n,x_max_n,y_min_n,y_max_n,z_min_n,z_max_n,x_extent_n,y_extent_n,z_extent_n
COMMERCIALhotel_building_mesh0504,val,4107,-0.7460317611694336,0.777777910232544,-0.4920634627342224,0.5238096714019775,-0.7460317611694336,0.777777910232544,1.5238096714019775,1.0158731937408447,1.5238096714019775
COMMERCIALhotel_building_mesh0520,train,973,0.365079402923584,0.777777910232544,-0.3015872836112976,0.3333333730697632,-0.2698412537574768,-0.11111104488372803,0.41269850730895996,0.6349206566810608,0.15873020887374878
COMMERCIALhotel_building_mesh0555,train,50,-0.11111104488372803,0.17460322380065918,-0.7460317611694336,0.5555557012557983,-0.14285707473754883,0.20634925365447998,0.2857142686843872,1.301587462425232,0.3492063283920288
COMMERCIALhotel_building_mesh0678,train,3407,-0.39682537317276,0.3968254327774048,-0.7460317611694336,0.777777910232544,-0.3333333134651184,0.4285714626312256,0.7936508059501648,1.5238096714019775,0.761904776096344
COMMERCIALhotel_building_mesh0900,train,1408,-0.11111104488372803,0.14285719394683838,-0.7460317611694336,0.777777910232544,-0.17460310459136963,0.17460322380065918,0.2539682388305664,1.5238096714019775,0.3492063283920288
COMMERCIALhotel_building_mesh1154,train,177,-0.5238094925880432,0.7142858505249023,-0.7460317611694336,0.777777910232544,-0.4603174328804016,0.4920635223388672,1.2380952835083008,1.5238096714019775,0.9523809552192688
COMMERCIALhotel_building_mesh1211,train,10087,-0.6507936716079712,0.7142858505249023,-0.11111104488372803,0.14285719394683838,-0.6507936716079712,0.6507937908172607,1.3650795221328735,0.2539682388305664,1.301587462425232
COMMERCIALhotel_building_mesh1240,train,17984,-0.7460317611694336,0.777777910232544,-0.39682537317276,0.4285714626312256,-0.555555522441864,0.5873017311096191,1.5238096714019775,0.8253968358039856,1.142857313156128
COMMERCIALhotel_building_mesh1285,train,2128,-0.2698412537574768,0.2698413133621216,-0.7460317611694336,0.4285714626312256,-0.2698412537574768,0.2698413133621216,0.5396825671195984,1.1746032238006592,0.5396825671195984
COMMERCIALhouse_mesh0798,test,14092,-0.5238094925880432,0.5555557012557983,-0.23809516429901123,0.2698413133621216,-0.7460317611694336,0.5873017311096191,1.0793652534484863,0.5079364776611328,1.3333334922790527
COMMERCIALhouse_mesh2682,train,518,-0.6190475821495056,0.6507937908172607,-0.2698412537574768,0.3015873432159424,-0.682539701461792,0.7460318803787231,1.2698414325714111,0.5714285969734192,1.4285715818405151
COMMERCIALhouse_mesh3602,train,360,0.07936513423919678,0.777777910232544,-0.015872955322265625,0.04761910438537598,-0.7460317611694336,-0.3015872836112976,0.6984127759933472,0.0634920597076416,0.444444477558136
COMMERCIALhouse_mesh5334,train,9703,-0.7460317611694336,0.777777910232544,-0.20634913444519043,0.23809528350830078,-0.4920634627342224,0.5238096714019775,1.5238096714019775,0.4444444179534912,1.0158731937408447
COMMERCIALhouse_mesh6281,train,757,-0.7460317611694336,0.777777910232544,-0.23809516429901123,0.2698413133621216,-0.6190475821495056,0.6507937908172607,1.5238096714019775,0.5079364776611328,1.2698414325714111
COMMERCIALhouse_mesh6570,train,4593,-0.7460317611694336,0.777777910232544,-0.23809516429901123,0.2698413133621216,-0.6507936716079712,0.6825398206710815,1.5238096714019775,0.5079364776611328,1.3333334922790527
COMMERCIALhouse_mesh6823,val,2986,-0.5873015522956848,0.6825398206710815,-0.2698412537574768,0.3015873432159424,-0.5873015522956848,0.6507937908172607,1.2698414325714111,0.5714285969734192,1.2380952835083008
COMMERCIALhouse_mesh7536,train,704,-0.4285714030265808,0.20634925365447998,-0.14285707473754883,0.17460322380065918,-0.682539701461792,0.17460322380065918,0.6349206566810608,0.317460298538208,0.8571429252624512
COMMERCIALhouse_mesh7736,val,4121,-0.7460317611694336,0.777777910232544,-0.3015872836112976,0.3333333730697632,-0.17460310459136963,0.20634925365447998,1.5238096714019775,0.6349206566810608,0.3809523582458496
COMMERCIALmuseum_mesh0025,train,387,-0.17460310459136963,0.20634925365447998,-0.7460317611694336,0.777777910232544,-0.14285707473754883,0.20634925365447998,0.3809523582458496,1.5238096714019775,0.3492063283920288
COMMERCIALmuseum_mesh0079,train,2653,-0.6190475821495056,0.3015873432159424,-0.11111104488372803,0.14285719394683838,-0.5873015522956848,0.5238096714019775,0.920634925365448,0.2539682388305664,1.1111111640930176
COMMERCIALmuseum_mesh0112,train,237,-0.7142857313156128,0.7460318803787231,-0.3650793433189392,0.3968254327774048,-0.6190475821495056,0.6507937908172607,1.460317611694336,0.761904776096344,1.2698414325714111
COMMERCIALmuseum_mesh0336,train,6444,-0.7460317611694336,0.7142858505249023,-0.5238094925880432,0.5555557012557983,-0.6507936716079712,0.5873017311096191,1.460317611694336,1.0793652534484863,1.2380954027175903
COMMERCIALmuseum_mesh0339,train,167,-0.7460317611694336,0.7460318803787231,-0.14285707473754883,0.17460322380065918,-0.4603174328804016,0.5238096714019775,1.4920636415481567,0.317460298538208,0.9841271042823792
COMMERCIALmuseum_mesh1018,train,15739,-0.7460317611694336,0.777777910232544,-0.17460310459136963,0.4603174924850464,-0.6507936716079712,0.6825398206710815,1.5238096714019775,0.634920597076416,1.3333334922790527
COMMERCIALmuseum_mesh2219,train,149,-0.3015872836112976,0.20634925365447998,-0.20634913444519043,0.23809528350830078,-0.5873015522956848,0.3968254327774048,0.5079365372657776,0.4444444179534912,0.9841269850730896
COMMERCIALoffice_building_mesh0028,train,4265,-0.7142857313156128,0.777777910232544,-0.555555522441864,0.5873017311096191,-0.6190475821495056,0.6825398206710815,1.4920636415481567,1.142857313156128,1.3015873432159424
COMMERCIALoffice_building_mesh0038,train,2064,-0.555555522441864,0.3015873432159424,-0.07936501502990723,0.11111116409301758,-0.6507936716079712,0.3968254327774048,0.8571428656578064,0.1904761791229248,1.047619104385376
COMMERCIALoffice_building_mesh0057,train,864,-0.7460317611694336,0.7142858505249023,-0.23809516429901123,0.20634925365447998,-0.682539701461792,0.777777910232544,1.460317611694336,0.4444444179534912,1.460317611694336
COMMERCIALoffice_building_mesh0126,train,6847,-0.3333333134651184,0.365079402923584,-0.6190475821495056,0.6507937908172607,-0.4285714030265808,0.6825398206710815,0.6984127163887024,1.2698414325714111,1.1111111640930176
COMMERCIALoffice_building_mesh0160,train,351,-0.39682537317276,0.4285714626312256,-0.3015872836112976,0.23809528350830078,-0.7460317611694336,0.777777910232544,0.8253968358039856,0.5396825671195984,1.5238096714019775
COMMERCIALoffice_building_mesh0166,train,1789,-0.7460317611694336,0.777777910232544,-0.4603174328804016,0.4920635223388672,-0.4920634627342224,0.5238096714019775,1.5238096714019775,0.9523809552192688,1.0158731937408447
COMMERCIALoffice_building_mesh0197,train,7350,-0.5873015522956848,0.5873017311096191,-0.3015872836112976,0.3333333730697632,-0.7142857313156128,0.6190477609634399,1.1746032238006592,0.6349206566810608,1.3333334922790527
COMMERCIALoffice_building_mesh0234,train,8079,-0.20634913444519043,0.23809528350830078,-0.7460317611694336,0.777777910232544,-0.2698412537574768,0.2698413133621216,0.4444444179534912,1.5238096714019775,0.5396825671195984
COMMERCIALoffice_building_mesh0246,train,5717,-0.3333333134651184,0.3968254327774048,-0.7460317611694336,0.777777910232544,-0.2698412537574768,0.14285719394683838,0.7301587462425232,1.5238096714019775,0.4126984477043152
COMMERCIALoffice_building_mesh0249,train,332,-0.6507936716079712,0.6825398206710815,-0.7460317611694336,0.777777910232544,-0.4920634627342224,0.5238096714019775,1.3333334922790527,1.5238096714019775,1.0158731937408447
COMMERCIALoffice_building_mesh0274,val,10853,-0.11111104488372803,0.4603174924850464,-0.7460317611694336,0.777777910232544,-0.3015872836112976,0.14285719394683838,0.5714285373687744,1.5238096714019775,0.444444477558136
COMMERCIALoffice_building_mesh0330,train,206,-0.5238094925880432,0.4285714626312256,-0.4285714030265808,0.4603174924850464,-0.6190475821495056,0.6507937908172607,0.9523809552192688,0.8888888955116272,1.2698414325714111
COMMERCIALoffice_building_mesh0394,test,1507,-0.7142857313156128,0.7460318803787231,-0.14285707473754883,0.07936513423919678,-0.5873015522956848,0.5873017311096191,1.460317611694336,0.2222222089767456,1.1746032238006592
COMMERCIALoffice_building_mesh0490,train,426,-0.7460317611694336,0.777777910232544,-0.3333333134651184,0.365079402923584,-0.7142857313156128,0.777777910232544,1.5238096714019775,0.6984127163887024,1.4920636415481567
COMMERCIALoffice_building_mesh0512,train,469,-0.7460317611694336,0.777777910232544,-0.39682537317276,0.4285714626312256,-0.39682537317276,0.4285714626312256,1.5238096714019775,0.8253968358039856,0.8253968358039856
COMMERCIALoffice_building_mesh0604,test,11998,-0.4285714030265808,0.17460322380065918,-0.7460317611694336,0.777777910232544,-0.2698412537574768,0.3333333730697632,0.60317462682724,1.5238096714019775,0.60317462682724
COMMERCIALoffice_building_mesh0640,val,11,-0.07936501502990723,0.11111116409301758,0.17460322380065918,0.7142858505249023,-0.07936501502990723,0.11111116409301758,0.1904761791229248,0.5396826267242432,0.1904761791229248
COMMERCIALoffice_building_mesh0781,train,83,-0.7460317611694336,0.777777910232544,-0.4603174328804016,0.4285714626312256,-0.4920634627342224,0.5555557012557983,1.5238096714019775,0.8888888955116272,1.047619104385376
COMMERCIALoffice_building_mesh0843,train,247,-0.17460310459136963,0.23809528350830078,-0.7460317611694336,0.7142858505249023,-0.23809516429901123,0.2698413133621216,0.4126983880996704,1.460317611694336,0.5079364776611328
COMMERCIALoffice_building_mesh0853,train,32892,-0.7460317611694336,0.777777910232544,-0.6190475821495056,0.6507937908172607,-0.4920634627342224,0.5238096714019775,1.5238096714019775,1.2698414325714111,1.0158731937408447
COMMERCIALoffice_building_mesh0856,train,6934,-0.39682537317276,0.4285714626312256,-0.3333333134651184,0.365079402923584,-0.7460317611694336,0.777777910232544,0.8253968358039856,0.6984127163887024,1.5238096714019775
COMMERCIALoffice_building_mesh0884,train,124,-0.4603174328804016,0.4920635223388672,-0.20634913444519043,0.20634925365447998,-0.23809516429901123,0.5873017311096191,0.9523809552192688,0.4126983880996704,0.8253968954086304
COMMERCIALoffice_building_mesh0978,train,874,-0.7142857313156128,0.5873017311096191,-0.2698412537574768,0.3015873432159424,-0.7460317611694336,0.7460318803787231,1.301587462425232,0.5714285969734192,1.4920636415481567
COMMERCIALoffice_building_mesh1103,train,145,-0.3333333134651184,0.4285714626312256,-0.7460317611694336,0.6507937908172607,-0.4285714030265808,0.20634925365447998,0.761904776096344,1.3968255519866943,0.6349206566810608
COMMERCIALoffice_building_mesh1119,val,11516,-0.5238094925880432,0.5555557012557983,-0.20634913444519043,0.23809528350830078,-0.7460317611694336,0.777777910232544,1.0793652534484863,0.4444444179534912,1.5238096714019775
COMMERCIALoffice_building_mesh1242,train,32744,-0.6190475821495056,0.6507937908172607,-0.7460317611694336,0.777777910232544,-0.682539701461792,0.6825398206710815,1.2698414325714111,1.5238096714019775,1.3650795221328735
COMMERCIALoffice_building_mesh1259,train,1746,-0.20634913444519043,0.23809528350830078,-0.7460317611694336,0.7460318803787231,-0.11111104488372803,0.14285719394683838,0.4444444179534912,1.4920636415481567,0.2539682388305664
COMMERCIALoffice_building_mesh1322,val,1473,-0.23809516429901123,0.2698413133621216,-0.23809516429901123,0.14285719394683838,-0.6190475821495056,0.777777910232544,0.5079364776611328,0.3809523582458496,1.3968255519866943
COMMERCIALoffice_building_mesh1345,train,188,-0.7460317611694336,0.777777910232544,-0.015872955322265625,0.04761910438537598,-0.3650793433189392,0.4285714626312256,1.5238096714019775,0.0634920597076416,0.7936508059501648
COMMERCIALoffice_building_mesh1502,train,208,-0.2698412537574768,0.3015873432159424,-0.7460317611694336,0.777777910232544,-0.2698412537574768,0.3015873432159424,0.5714285969734192,1.5238096714019775,0.5714285969734192
COMMERCIALoffice_building_mesh1571,val,561,-0.7460317611694336,0.777777910232544,-0.5238094925880432,0.5555557012557983,-0.7460317611694336,0.777777910232544,1.5238096714019775,1.0793652534484863,1.5238096714019775
COMMERCIALoffice_building_mesh1582,val,1676,-0.6507936716079712,0.777777910232544,-0.14285707473754883,0.17460322380065918,-0.5238094925880432,0.5555557012557983,1.4285715818405151,0.317460298538208,1.0793652534484863
COMMERCIALoffice_building_mesh1616,train,3811,-0.7460317611694336,0.777777910232544,-0.14285707473754883,0.17460322380065918,-0.5238094925880432,0.5555557012557983,1.5238096714019775,0.317460298538208,1.0793652534484863
COMMERCIALoffice_building_mesh1702,test,53,-0.39682537317276,0.365079402923584,-0.6507936716079712,0.5873017311096191,-0.4603174328804016,0.4920635223388672,0.761904776096344,1.2380954027175903,0.9523809552192688
COMMERCIALoffice_building_mesh1767,train,54,-0.14285707473754883,0.17460322380065918,-0.7142857313156128,0.5873017311096191,-0.07936501502990723,0.11111116409301758,0.317460298538208,1.301587462425232,0.1904761791229248
COMMERCIALoffice_building_mesh1785,train,21573,-0.3015872836112976,0.5873017311096191,-0.682539701461792,0.7142858505249023,-0.3015872836112976,0.6190477609634399,0.8888890147209167,1.3968255519866943,0.9206350445747375
COMMERCIALoffice_building_mesh1837,test,1925,-0.3015872836112976,0.4603174924850464,-0.07936501502990723,0.11111116409301758,-0.2698412537574768,0.20634925365447998,0.761904776096344,0.1904761791229248,0.4761905074119568
COMMERCIALoffice_building_mesh1861,train,84,-0.7460317611694336,0.777777910232544,-0.4285714030265808,0.4920635223388672,-0.4603174328804016,0.4920635223388672,1.5238096714019775,0.920634925365448,0.9523809552192688
COMMERCIALoffice_building_mesh1875,train,1320,-0.7142857313156128,0.7460318803787231,-0.2698412537574768,0.3015873432159424,-0.6190475821495056,0.6507937908172607,1.460317611694336,0.5714285969734192,1.2698414325714111
COMMERCIALoffice_building_mesh2060,train,33321,-0.39682537317276,0.4285714626312256,-0.6190475821495056,0.6507937908172607,-0.6507936716079712,0.6825398206710815,0.8253968358039856,1.2698414325714111,1.3333334922790527
COMMERCIALoffice_building_mesh2098,val,621,-0.4603174328804016,0.5555557012557983,-0.5873015522956848,0.6190477609634399,-0.555555522441864,0.5555557012557983,1.0158731937408447,1.2063493728637695,1.1111111640930176
COMMERCIALoffice_building_mesh2128,train,1011,-0.682539701461792,0.777777910232544,-0.11111104488372803,0.20634925365447998,-0.4285714030265808,0.4603174924850464,1.460317611694336,0.317460298538208,0.8888888955116272
COMMERCIALoffice_building_mesh2148,train,22969,-0.7460317611694336,0.777777910232544,-0.3650793433189392,0.3968254327774048,-0.6190475821495056,0.6507937908172607,1.5238096714019775,0.761904776096344,1.2698414325714111
COMMERCIALoffice_building_mesh2206,train,3089,-0.14285707473754883,0.17460322380065918,-0.11111104488372803,0.14285719394683838,-0.7460317611694336,0.7460318803787231,0.317460298538208,0.2539682388305664,1.4920636415481567
COMMERCIALoffice_building_mesh2227,train,1895,-0.11111104488372803,0.20634925365447998,-0.7460317611694336,0.777777910232544,-0.11111104488372803,0.17460322380065918,0.317460298538208,1.5238096714019775,0.2857142686843872
COMMERCIALoffice_building_mesh2247,train,11015,-0.7460317611694336,0.777777910232544,-0.5873015522956848,0.4920635223388672,-0.3650793433189392,0.3968254327774048,1.5238096714019775,1.0793650150299072,0.761904776096344
COMMERCIALoffice_building_mesh2261,train,1169,-0.3650793433189392,0.3968254327774048,-0.7460317611694336,0.777777910232544,-0.3650793433189392,0.3968254327774048,0.761904776096344,1.5238096714019775,0.761904776096344
COMMERCIALoffice_building_mesh2383,train,9266,-0.3650793433189392,0.3968254327774048,-0.23809516429901123,0.2698413133621216,-0.7142857313156128,0.777777910232544,0.761904776096344,0.5079364776611328,1.4920636415481567
COMMERCIALoffice_building_mesh2487,val,142,-0.2698412537574768,0.3015873432159424,-0.7460317611694336,0.777777910232544,-0.3015872836112976,0.3333333730697632,0.5714285969734192,1.5238096714019775,0.6349206566810608
COMMERCIALoffice_building_mesh2529,val,885,-0.7460317611694336,0.777777910232544,-0.20634913444519043,0.23809528350830078,-0.682539701461792,0.7142858505249023,1.5238096714019775,0.4444444179534912,1.3968255519866943
COMMERCIALoffice_building_mesh2574,val,7350,-0.3333333134651184,0.3333333730697632,-0.7460317611694336,0.777777910232544,-0.3333333134651184,0.365079402923584,0.6666666865348816,1.5238096714019775,0.6984127163887024
COMMERCIALoffice_building_mesh2604,train,301,-0.14285707473754883,0.20634925365447998,-0.7460317611694336,0.6507937908172607,-0.20634913444519043,0.23809528350830078,0.3492063283920288,1.3968255519866943,0.4444444179534912
COMMERCIALoffice_building_mesh2835,train,2737,-0.4285714030265808,0.4285714626312256,-0.07936501502990723,0.14285719394683838,-0.2698412537574768,0.6190477609634399,0.8571428656578064,0.2222222089767456,0.8888890147209167
COMMERCIALoffice_building_mesh2859,train,21911,-0.4920634627342224,0.5238096714019775,-0.7460317611694336,0.777777910232544,-0.4285714030265808,0.4603174924850464,1.0158731937408447,1.5238096714019775,0.8888888955116272
COMMERCIALoffice_building_mesh2982,test,632,-0.5873015522956848,0.6190477609634399,-0.3650793433189392,0.3968254327774048,-0.7460317611694336,0.7460318803787231,1.2063493728637695,0.761904776096344,1.4920636415481567
COMMERCIALoffice_building_mesh3102,train,18355,-0.4285714030265808,0.3968254327774048,-0.39682537317276,0.4285714626312256,-0.7460317611694336,0.7460318803787231,0.8253968358039856,0.8253968358039856,1.4920636415481567
COMMERCIALoffice_building_mesh3109,train,258,-0.7460317611694336,0.777777910232544,-0.20634913444519043,0.23809528350830078,-0.20634913444519043,0.20634925365447998,1.5238096714019775,0.4444444179534912,0.4126983880996704
COMMERCIALoffice_building_mesh3164,val,2350,-0.682539701461792,0.7142858505249023,-0.5873015522956848,0.5873017311096191,-0.682539701461792,0.7142858505249023,1.3968255519866943,1.1746032238006592,1.3968255519866943
COMMERCIALoffice_building_mesh3273,train,9,0.6825398206710815,0.777777910232544,-0.047618985176086426,0.07936513423919678,0.04761910438537598,0.14285719394683838,0.0952380895614624,0.1269841194152832,0.0952380895614624
COMMERCIALoffice_building_mesh3311,train,169,-0.7142857313156128,0.17460322380065918,-0.20634913444519043,0.23809528350830078,-0.555555522441864,0.6507937908172607,0.888888955116272,0.4444444179534912,1.2063493728637695
COMMERCIALoffice_building_mesh3586,train,4164,-0.7142857313156128,0.777777910232544,-0.555555522441864,0.5873017311096191,-0.5873015522956848,0.6507937908172607,1.4920636415481567,1.142857313156128,1.2380952835083008
COMMERCIALoffice_building_mesh3616,train,1955,-0.2698412537574768,0.14285719394683838,-0.23809516429901123,0.3015873432159424,-0.682539701461792,0.5238096714019775,0.4126984477043152,0.5396825075149536,1.2063493728637695
COMMERCIALoffice_building_mesh3618,train,5780,-0.2698412537574768,0.3015873432159424,-0.7460317611694336,0.777777910232544,-0.20634913444519043,0.23809528350830078,0.5714285969734192,1.5238096714019775,0.4444444179534912
COMMERCIALoffice_building_mesh3619,train,4130,-0.20634913444519043,0.23809528350830078,-0.7460317611694336,0.777777910232544,-0.20634913444519043,0.20634925365447998,0.4444444179534912,1.5238096714019775,0.4126983880996704
COMMERCIALoffice_building_mesh3666,test,7828,-0.7460317611694336,0.777777910232544,-0.23809516429901123,0.2698413133621216,-0.682539701461792,0.7142858505249023,1.5238096714019775,0.5079364776611328,1.3968255519866943
COMMERCIALoffice_building_mesh3729,train,224,-0.20634913444519043,0.23809528350830078,-0.047618985176086426,0.07936513423919678,-0.7460317611694336,0.777777910232544,0.4444444179534912,0.1269841194152832,1.5238096714019775
COMMERCIALpalace_mesh0584,train,7591,-0.7460317611694336,0.777777910232544,-0.2698412537574768,0.3015873432159424,-0.23809516429901123,0.2698413133621216,1.5238096714019775,0.5714285969734192,0.5079364776611328
COMMERCIALpalace_mesh0662,train,3277,-0.555555522441864,0.5873017311096191,-0.5873015522956848,0.6190477609634399,-0.5873015522956848,0.6190477609634399,1.142857313156128,1.2063493728637695,1.2063493728637695
COMMERCIALpalace_mesh0686,test,9928,-0.7460317611694336,0.7460318803787231,-0.5238094925880432,0.5555557012557983,-0.5238094925880432,0.5555557012557983,1.4920636415481567,1.0793652534484863,1.0793652534484863
COMMERCIALpalace_mesh1011,train,10614,-0.6190475821495056,0.5238096714019775,-0.20634913444519043,0.23809528350830078,-0.555555522441864,0.6507937908172607,1.142857313156128,0.4444444179534912,1.2063493728637695
COMMERCIALpalace_mesh1075,test,12179,-0.7142857313156128,0.777777910232544,-0.23809516429901123,0.2698413133621216,-0.7460317611694336,0.777777910232544,1.4920636415481567,0.5079364776611328,1.5238096714019775
COMMERCIALpalace_mesh1097,train,25576,-0.5873015522956848,0.6190477609634399,-0.7460317611694336,0.777777910232544,-0.555555522441864,0.5555557012557983,1.2063493728637695,1.5238096714019775,1.1111111640930176
COMMERCIALpalace_mesh1272,train,6665,-0.682539701461792,0.7460318803787231,-0.11111104488372803,0.20634925365447998,-0.6507936716079712,0.6190477609634399,1.4285715818405151,0.317460298538208,1.2698414325714111
COMMERCIALpalace_mesh1314,train,365,-0.5238094925880432,0.6507937908172607,-0.4285714030265808,0.4285714626312256,-0.7460317611694336,0.7142858505249023,1.1746032238006592,0.8571428656578064,1.460317611694336
COMMERCIALpalace_mesh1393,val,106,-0.4920634627342224,-0.3650793433189392,-0.07936501502990723,0.14285719394683838,0.07936513423919678,0.23809528350830078,0.1269841194152832,0.2222222089767456,0.158730149269104
COMMERCIALschool_building_mesh0043,test,16879,-0.7460317611694336,0.777777910232544,-0.7142857313156128,0.5238096714019775,-0.7460317611694336,0.777777910232544,1.5238096714019775,1.2380954027175903,1.5238096714019775
COMMERCIALtemple_mesh0758,train,382,-0.07936501502990723,0.4920635223388672,-0.20634913444519043,0.20634925365447998,-0.3333333134651184,0.4603174924850464,0.5714285373687744,0.4126983880996704,0.7936508059501648
COMMERCIALtemple_mesh0760,train,818,-0.2698412537574768,0.3015873432159424,-0.14285707473754883,0.17460322380065918,-0.7460317611694336,0.777777910232544,0.5714285969734192,0.317460298538208,1.5238096714019775
COMMERCIALvilla_mesh0846,train,6798,-0.39682537317276,0.4285714626312256,-0.7460317611694336,0.777777910232544,-0.3015872836112976,0.3333333730697632,0.8253968358039856,1.5238096714019775,0.6349206566810608
COMMERCIALvilla_mesh2315,train,1747,-0.3650793433189392,0.3968254327774048,-0.2698412537574768,0.3015873432159424,-0.7460317611694336,0.777777910232544,0.761904776096344,0.5714285969734192,1.5238096714019775
COMMERCIALvilla_mesh2324,train,4648,-0.7460317611694336,0.777777910232544,-0.17460310459136963,0.20634925365447998,-0.5238094925880432,0.5555557012557983,1.5238096714019775,0.3809523582458496,1.0793652534484863
PUBLICcastle_mesh0120,train,151,-0.7460317611694336,0.777777910232544,-0.39682537317276,0.4920635223388672,-0.555555522441864,0.5873017311096191,1.5238096714019775,0.8888888955116272,1.142857313156128
PUBLICcastle_mesh2399,train,9766,-0.7460317611694336,0.7460318803787231,-0.4920634627342224,0.23809528350830078,-0.6190475821495056,0.6507937908172607,1.4920636415481567,0.7301587462425232,1.2698414325714111
PUBLICcastle_mesh2583,train,234,-0.4603174328804016,0.5873017311096191,-0.047618985176086426,0.07936513423919678,-0.6190475821495056,0.6190477609634399,1.047619104385376,0.1269841194152832,1.2380952835083008
PUBLICcastle_mesh3057,train,314,-0.555555522441864,0.5555557012557983,-0.4603174328804016,0.4285714626312256,-0.682539701461792,0.777777910232544,1.1111111640930176,0.8888888955116272,1.460317611694336
PUBLICcastle_mesh3328,train,12,0.5238096714019775,0.6825398206710815,0.015873074531555176,0.04761910438537598,-0.7460317611694336,-0.5873015522956848,0.158730149269104,0.0317460298538208,0.15873020887374878
PUBLICchurch_mesh2363,train,3530,-0.7460317611694336,0.777777910232544,-0.17460310459136963,0.20634925365447998,-0.6190475821495056,0.6507937908172607,1.5238096714019775,0.3809523582458496,1.2698414325714111
PUBLICcity_hall_mesh0451,test,6450,-0.3333333134651184,0.2698413133621216,-0.11111104488372803,0.14285719394683838,-0.7460317611694336,0.777777910232544,0.60317462682724,0.2539682388305664,1.5238096714019775
PUBLICcity_hall_mesh0607,train,211,-0.6190475821495056,0.6507937908172607,-0.17460310459136963,0.17460322380065918,-0.7460317611694336,0.7460318803787231,1.2698414325714111,0.3492063283920288,1.4920636415481567
